C_Merch_Vendor_Nbr,C_SKU_Nbr,C_d_Store,C_d_Store_Nbr,C_sku1,C_Sales_Units,C_sales
769444,1005880745,6942-CEDARTOWN,6942,1005880745-2X12-4FT PRE-CUT LUMBER,24.0,228.16
769444,1002854863,1529-LOVELAND,1529,1002854863-2X4-4 PREM SYP GC RED PT WSHLD,384.0,1618.34
769444,1005894240,0531-ROCKWALL,0531,1005894240-2X4-2FT PREM SYP GC PT WSHLD,216.0,556.2799999999999
769444,1005880745,0742-CHATTANOOGA,0742,1005880745-2X12-4FT PRE-CUT LUMBER,21.0,217.07
769444,1005894240,6548-KELLER,6548,1005894240-2X4-2FT PREM SYP GC PT WSHLD,172.0,438.78000000000003
769444,1005880745,"8413-JASPER, GA",8413,1005880745-2X12-4FT PRE-CUT LUMBER,42.0,427.00999999999993
769444,1002854865,1516-PARKER,1516,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,329.0,1849.1400000000003
769444,1005880745,0174-DAWSONVILLE,0174,1005880745-2X12-4FT PRE-CUT LUMBER,21.0,229.20000000000002
769444,1002854867,3105-KALISPELL,3105,1002854867-5/4X6-4 PREM SYP AG RED PT WSHLD,64.0,373.7300000000001
769444,1005880726,1750-BLAIRSVILLE,1750,1005880726-2X10-4FT PRE-CUT LUMBER,23.0,156.76
769444,1002854863,1550-LAKEWOOD-NORTH,1550,1002854863-2X4-4 PREM SYP GC RED PT WSHLD,356.0,1565.5099999999995
769444,1002854866,1538-NE COLORADO SPRINGS,1538,1002854866-1X4-4 APP GRD PINE AG RED PT,743.0,2446.689999999996
769444,1005894240,8951-ROWLETT,8951,1005894240-2X4-2FT PREM SYP GC PT WSHLD,-2.0,-4.54
769444,1002854866,1510-ACADEMY BLVD,1510,1002854866-1X4-4 APP GRD PINE AG RED PT,424.0,1402.9699999999996
769444,1002854867,1545-STERLING,1545,1002854867-5/4X6-4 PREM SYP AG RED PT WSHLD,266.0,1416.7100000000005
769444,1005880697,0174-DAWSONVILLE,0174,1005880697-2X8-4FT PRE-CUT LUMBER,20.0,120.86999999999999
769444,1002854863,1540-HIGHLANDS RANCH,1540,1002854863-2X4-4 PREM SYP GC RED PT WSHLD,872.0,3544.3999999999996
769444,1005880745,6572-FLOWER MOUND,6572,1005880745-2X12-4FT PRE-CUT LUMBER,5.0,50.05
769444,1002854867,1506-LOUISVILLE,1506,1002854867-5/4X6-4 PREM SYP AG RED PT WSHLD,208.0,1071.4600000000003
769444,1005880726,0507-GRAND PRAIRIE,0507,1005880726-2X10-4FT PRE-CUT LUMBER,13.0,80.03999999999999
769444,1005880745,0589-LEMMON AVE,0589,1005880745-2X12-4FT PRE-CUT LUMBER,17.0,168.58999999999997
769444,1002854863,3106-HELENA,3106,1002854863-2X4-4 PREM SYP GC RED PT WSHLD,322.0,1510.1499999999996
769444,1002854863,"1514-LAKEWOOD, CO",1514,1002854863-2X4-4 PREM SYP GC RED PT WSHLD,179.0,780.77
769444,1005894240,6562-THE COLONY,6562,1005894240-2X4-2FT PREM SYP GC PT WSHLD,119.0,302.6
769444,1002854866,1502-ARVADA,1502,1002854866-1X4-4 APP GRD PINE AG RED PT,530.0,1755.6999999999982
769444,1002854866,1520-BEAR VALLEY,1520,1002854866-1X4-4 APP GRD PINE AG RED PT,442.0,1430.2099999999987
769444,1005880726,0551-W PLANO,0551,1005880726-2X10-4FT PRE-CUT LUMBER,80.0,569.3300000000002
769444,1002854867,1551-NORTH AURORA,1551,1002854867-5/4X6-4 PREM SYP AG RED PT WSHLD,276.0,1537.6299999999997
769444,1005880745,6562-THE COLONY,6562,1005880745-2X12-4FT PRE-CUT LUMBER,4.0,34.46
769444,1005880697,6557-NORTH IRVING,6557,1005880697-2X8-4FT PRE-CUT LUMBER,111.0,680.2399999999999
769444,1002854863,1513-GRAND JUNCTION,1513,1002854863-2X4-4 PREM SYP GC RED PT WSHLD,377.0,1574.84
769444,1002854863,"1517-WESTMINSTER, CO",1517,1002854863-2X4-4 PREM SYP GC RED PT WSHLD,187.0,779.1400000000001
769444,1002854863,3101-BILLINGS,3101,1002854863-2X4-4 PREM SYP GC RED PT WSHLD,314.0,1365.0399999999997
769444,1002854866,6005-GILLETTE,6005,1002854866-1X4-4 APP GRD PINE AG RED PT,355.0,1156.0699999999995
769444,1005880745,0770-N CHATTANOOGA,0770,1005880745-2X12-4FT PRE-CUT LUMBER,38.0,372.04999999999995
769444,1005880726,0151-PAULDING COUNTY,0151,1005880726-2X10-4FT PRE-CUT LUMBER,26.0,192.50000000000003
769444,1002854865,6002-CHEYENNE,6002,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,134.0,844.2400000000001
769444,1005880697,1750-BLAIRSVILLE,1750,1005880697-2X8-4FT PRE-CUT LUMBER,10.0,51.4
769444,1005894240,0133-CARTERSVILLE,0133,1005894240-2X4-2FT PREM SYP GC PT WSHLD,32.0,80.74
769444,1005880745,8521-WHITE SETTLEMENT,8521,1005880745-2X12-4FT PRE-CUT LUMBER,19.0,226.87
769444,1002854867,1552-FIRESTONE,1552,1002854867-5/4X6-4 PREM SYP AG RED PT WSHLD,91.0,502.2
769444,1005880745,6940-POWDER SPRINGS,6940,1005880745-2X12-4FT PRE-CUT LUMBER,7.0,64.07
769444,1002854866,3501-EUBANK,3501,1002854866-1X4-4 APP GRD PINE AG RED PT,591.0,1967.3999999999978
769444,1002854866,1506-LOUISVILLE,1506,1002854866-1X4-4 APP GRD PINE AG RED PT,119.0,392.0300000000001
769444,1002854865,"1517-WESTMINSTER, CO",1517,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,147.0,804.97
769444,1002854867,3101-BILLINGS,3101,1002854867-5/4X6-4 PREM SYP AG RED PT WSHLD,374.0,2135.0400000000004
81537,1003620724,6411-PONCE,6411,1003620724-2X4-4 PREM SYP AG PT WSHLD,291.0,1674.7500000000005
769444,1002854866,1512-FT COLLINS,1512,1002854866-1X4-4 APP GRD PINE AG RED PT,343.0,1125.5399999999995
769444,1002854867,1544-N FT COLLINS,1544,1002854867-5/4X6-4 PREM SYP AG RED PT WSHLD,208.0,1142.6299999999994
769444,1002854865,3514-GALLUP,3514,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,143.0,897.8799999999999
769444,1002854865,1505-SANTA FE,1505,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,141.0,816.4100000000002
769444,1002854863,6004-SHERIDAN,6004,1002854863-2X4-4 PREM SYP GC RED PT WSHLD,292.0,1289.66
769444,1005880697,0742-CHATTANOOGA,0742,1005880697-2X8-4FT PRE-CUT LUMBER,28.0,157.88
769444,1002854866,1535-EVERGREEN,1535,1002854866-1X4-4 APP GRD PINE AG RED PT,119.0,393.01
769444,1002854866,1515-GREELEY,1515,1002854866-1X4-4 APP GRD PINE AG RED PT,397.0,1300.4899999999996
769444,1002854865,1515-GREELEY,1515,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,209.0,1145.73
769444,1005880745,"0132-CARROLLTON, GA",0132,1005880745-2X12-4FT PRE-CUT LUMBER,7.0,75.07
769444,1002854867,1546-BOULDER,1546,1002854867-5/4X6-4 PREM SYP AG RED PT WSHLD,150.0,786.6599999999999
769444,1002854866,3508-FARMINGTON,3508,1002854866-1X4-4 APP GRD PINE AG RED PT,532.0,1755.6599999999987
769444,1005894240,0554-N ARLINGTON,0554,1005894240-2X4-2FT PREM SYP GC PT WSHLD,114.0,261.4000000000001
769444,1002854866,1505-SANTA FE,1505,1002854866-1X4-4 APP GRD PINE AG RED PT,294.0,955.0999999999997
769444,1005880726,6589-WYLIE,6589,1005880726-2X10-4FT PRE-CUT LUMBER,59.0,398.65999999999997
769444,1002854867,1505-SANTA FE,1505,1002854867-5/4X6-4 PREM SYP AG RED PT WSHLD,353.0,1892.1800000000007
769444,1005880697,0540-N RICHLAND,0540,1005880697-2X8-4FT PRE-CUT LUMBER,45.0,277.01
769444,1005894240,6505-WAXAHACHIE,6505,1005894240-2X4-2FT PREM SYP GC PT WSHLD,81.0,205.51999999999998
769444,1005880726,0524-LEWISVILLE,0524,1005880726-2X10-4FT PRE-CUT LUMBER,36.0,250.88000000000002
769444,1002854867,3508-FARMINGTON,3508,1002854867-5/4X6-4 PREM SYP AG RED PT WSHLD,401.0,2200.61
769444,1002854867,1538-NE COLORADO SPRINGS,1538,1002854867-5/4X6-4 PREM SYP AG RED PT WSHLD,398.0,2184.6000000000004
769444,1005880697,2602-WATERTOWN,2602,1005880697-2X8-4FT PRE-CUT LUMBER,-1.0,-5.68
769444,1002854865,1525-AVON/VAIL,1525,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,100.0,624.5400000000001
81537,1003620724,6409-LOS COLOBOS (E CAROLINA),6409,1003620724-2X4-4 PREM SYP AG PT WSHLD,159.0,862.8400000000001
769444,1005880745,"6581-ROANOKE,TX",6581,1005880745-2X12-4FT PRE-CUT LUMBER,17.0,195.41
769444,1005894240,0527-N PLANO,0527,1005894240-2X4-2FT PREM SYP GC PT WSHLD,31.0,77.44
769444,1002854866,"1514-LAKEWOOD, CO",1514,1002854866-1X4-4 APP GRD PINE AG RED PT,191.0,633.1300000000002
769444,1002854867,1541-MONUMENT,1541,1002854867-5/4X6-4 PREM SYP AG RED PT WSHLD,85.0,469.3399999999999
769444,1002854863,1519-LITTLETON,1519,1002854863-2X4-4 PREM SYP GC RED PT WSHLD,304.0,1253.5700000000002
769444,1002854865,"1514-LAKEWOOD, CO",1514,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,107.0,676.08
769444,1002854867,6005-GILLETTE,6005,1002854867-5/4X6-4 PREM SYP AG RED PT WSHLD,145.0,766.0699999999999
769444,1002854866,4015-SHERWOOD,4015,1002854866-1X4-4 APP GRD PINE AG RED PT,-2.0,-6.54
769444,1005894240,0551-W PLANO,0551,1005894240-2X4-2FT PREM SYP GC PT WSHLD,128.0,346.81
769444,1002854865,1544-N FT COLLINS,1544,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,316.0,1743.6900000000005
769444,1002854866,1545-STERLING,1545,1002854866-1X4-4 APP GRD PINE AG RED PT,399.0,1313.8599999999994
769444,1005880726,0527-N PLANO,0527,1005880726-2X10-4FT PRE-CUT LUMBER,48.0,350.66999999999996
769444,1002854865,1519-LITTLETON,1519,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,93.0,593.58
769444,1005894240,6861-VILLA RICA,6861,1005894240-2X4-2FT PREM SYP GC PT WSHLD,21.0,50.480000000000004
769444,1002854866,3105-KALISPELL,3105,1002854866-1X4-4 APP GRD PINE AG RED PT,140.0,463.20000000000005
769444,1002854866,1531-CASTLE ROCK,1531,1002854866-1X4-4 APP GRD PINE AG RED PT,542.0,1776.3699999999988
769444,1005880697,6833-CENTRAL PLANO,6833,1005880697-2X8-4FT PRE-CUT LUMBER,72.0,444.09999999999997
769444,1005894240,"8413-JASPER, GA",8413,1005894240-2X4-2FT PREM SYP GC PT WSHLD,62.0,153.53999999999996
769444,1002854866,3504-W ALBUQUERQUE,3504,1002854866-1X4-4 APP GRD PINE AG RED PT,314.0,1034.8000000000002
769444,1005880745,0550-WHITE ROCK,0550,1005880745-2X12-4FT PRE-CUT LUMBER,34.0,347.51
769444,1002854865,3507-SW ALBUQUERQUE,3507,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,64.0,348.12
769444,1005880697,0541-ARLINGTON,0541,1005880697-2X8-4FT PRE-CUT LUMBER,80.0,505.6999999999998
769444,1002854865,"1526-GLENDALE,CO",1526,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,217.0,1229.2500000000005
769444,1002854867,1511-PUEBLO,1511,1002854867-5/4X6-4 PREM SYP AG RED PT WSHLD,219.0,1131.0500000000002
769444,1002854863,1508-PARK MEADOWS,1508,1002854863-2X4-4 PREM SYP GC RED PT WSHLD,213.0,872.2900000000001
769444,1005880745,6502-ALLEN,6502,1005880745-2X12-4FT PRE-CUT LUMBER,18.0,185.31
769444,1005894240,0151-PAULDING COUNTY,0151,1005894240-2X4-2FT PREM SYP GC PT WSHLD,45.0,110.97999999999999
769444,1005880697,1771-BLUE RIDGE,1771,1005880697-2X8-4FT PRE-CUT LUMBER,14.0,91.17
769444,1005880726,6940-POWDER SPRINGS,6940,1005880726-2X10-4FT PRE-CUT LUMBER,9.0,57.98
769444,1005880726,8521-WHITE SETTLEMENT,8521,1005880726-2X10-4FT PRE-CUT LUMBER,27.0,185.64
769444,1005880745,0139-ROME,0139,1005880745-2X12-4FT PRE-CUT LUMBER,41.0,405.27000000000004
769444,1005880726,0137-DALTON,0137,1005880726-2X10-4FT PRE-CUT LUMBER,29.0,212.61
769444,1005880726,0537-EULESS,0537,1005880726-2X10-4FT PRE-CUT LUMBER,44.0,289.35999999999996
769444,1002854867,1528-SADDLEROCK,1528,1002854867-5/4X6-4 PREM SYP AG RED PT WSHLD,544.0,2867.5999999999985
81537,1003620724,6402-CAROLINA,6402,1003620724-2X4-4 PREM SYP AG PT WSHLD,294.0,1642.2999999999997
769444,1002854863,1523-PIONEER HILLS,1523,1002854863-2X4-4 PREM SYP GC RED PT WSHLD,445.0,1796.6100000000001
769444,1002854867,3210-SCOTTSBLUFF,3210,1002854867-5/4X6-4 PREM SYP AG RED PT WSHLD,136.0,732.1899999999999
769444,1005880697,0531-ROCKWALL,0531,1005880697-2X8-4FT PRE-CUT LUMBER,174.0,1082.0299999999997
769444,1002854865,3101-BILLINGS,3101,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,340.0,2085.4700000000003
769444,1005894240,0743-CLEVELAND,0743,1005894240-2X4-2FT PREM SYP GC PT WSHLD,20.0,45.839999999999996
769444,1005894240,6555-CARROLLTON,6555,1005894240-2X4-2FT PREM SYP GC PT WSHLD,-2.0,-4.35
769444,1002854866,"1517-WESTMINSTER, CO",1517,1002854866-1X4-4 APP GRD PINE AG RED PT,498.0,1625.0099999999975
769444,1005880697,6548-KELLER,6548,1005880697-2X8-4FT PRE-CUT LUMBER,101.0,642.15
769444,1002854866,1532-STAPLETON,1532,1002854866-1X4-4 APP GRD PINE AG RED PT,722.0,2390.4699999999957
769444,1002854865,3511-LOS LUNAS,3511,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,107.0,610.04
769444,1002854863,3517-RIO RANCHO,3517,1002854863-2X4-4 PREM SYP GC RED PT WSHLD,286.0,1269.52
769444,1002854867,1508-PARK MEADOWS,1508,1002854867-5/4X6-4 PREM SYP AG RED PT WSHLD,146.0,784.2200000000001
81537,1003620751,6402-CAROLINA,6402,1003620751-1X6-4 APP GRD PINE AG PRESSURE-TREAT,195.0,1098.2699999999988
769444,1002854865,1502-ARVADA,1502,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,263.0,1529.2000000000007
769444,1005880726,0550-WHITE ROCK,0550,1005880726-2X10-4FT PRE-CUT LUMBER,35.0,239.37
769444,1002854863,3105-KALISPELL,3105,1002854863-2X4-4 PREM SYP GC RED PT WSHLD,260.0,1250.21
769444,1002854866,3514-GALLUP,3514,1002854866-1X4-4 APP GRD PINE AG RED PT,585.0,1943.1199999999974
769444,1002854863,3103-GREAT FALLS,3103,1002854863-2X4-4 PREM SYP GC RED PT WSHLD,346.0,1585.5199999999995
769444,1005894240,"6581-ROANOKE,TX",6581,1005894240-2X4-2FT PREM SYP GC PT WSHLD,179.0,466.86
769444,1002854866,1552-FIRESTONE,1552,1002854866-1X4-4 APP GRD PINE AG RED PT,208.0,677.9200000000001
769444,1002854866,3103-GREAT FALLS,3103,1002854866-1X4-4 APP GRD PINE AG RED PT,332.0,1111.6900000000007
769444,1005880745,0151-PAULDING COUNTY,0151,1005880745-2X12-4FT PRE-CUT LUMBER,18.0,164.27
769444,1005894240,6504-COIT RD,6504,1005894240-2X4-2FT PREM SYP GC PT WSHLD,60.0,158.54
769444,1002854865,1548-N THORNTON,1548,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,269.0,1499.2
769444,1002854866,3106-HELENA,3106,1002854866-1X4-4 APP GRD PINE AG RED PT,228.0,753.3600000000001
769444,1005880745,6809-W MCKINNEY,6809,1005880745-2X12-4FT PRE-CUT LUMBER,22.0,235.06
769444,1005880697,0524-LEWISVILLE,0524,1005880697-2X8-4FT PRE-CUT LUMBER,50.0,307.59
769444,1002854863,1518-SW COLORADO SPRINGS,1518,1002854863-2X4-4 PREM SYP GC RED PT WSHLD,287.0,1147.2700000000002
769444,1005894240,6840-DENTON,6840,1005894240-2X4-2FT PREM SYP GC PT WSHLD,209.0,544.8100000000001
769444,1005880726,6941-LITHIA SPGS-THORNTON RD,6941,1005880726-2X10-4FT PRE-CUT LUMBER,17.0,111.88
769444,1002854866,1549-JEFFERSON COUNTY,1549,1002854866-1X4-4 APP GRD PINE AG RED PT,534.0,1742.499999999998
769444,1002854865,1552-FIRESTONE,1552,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,140.0,856.2899999999998
769444,1005894240,6980-DAHLONEGA,6980,1005894240-2X4-2FT PREM SYP GC PT WSHLD,9.0,21.12
769444,1002854866,1507-DENVER SW,1507,1002854866-1X4-4 APP GRD PINE AG RED PT,522.0,1685.9299999999985
769444,1002854865,3502-MONTANO,3502,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,186.0,1166.4199999999998
769444,1005880697,0564-NW DALLAS,0564,1005880697-2X8-4FT PRE-CUT LUMBER,0.0,-0.9600000000000009
769444,1002854867,6004-SHERIDAN,6004,1002854867-5/4X6-4 PREM SYP AG RED PT WSHLD,88.0,506.56000000000006
769444,1002854867,1525-AVON/VAIL,1525,1002854867-5/4X6-4 PREM SYP AG RED PT WSHLD,165.0,1053.6200000000003
769444,1002854867,3504-W ALBUQUERQUE,3504,1002854867-5/4X6-4 PREM SYP AG RED PT WSHLD,233.0,1221.7400000000002
769444,1002854866,1511-PUEBLO,1511,1002854866-1X4-4 APP GRD PINE AG RED PT,166.0,535.94
769444,1002854866,1503-THORNTON,1503,1002854866-1X4-4 APP GRD PINE AG RED PT,876.0,2842.079999999996
769444,1005880697,0743-CLEVELAND,0743,1005880697-2X8-4FT PRE-CUT LUMBER,15.0,78.35000000000001
769444,1005880726,0133-CARTERSVILLE,0133,1005880726-2X10-4FT PRE-CUT LUMBER,37.0,246.25
769444,1002854866,1524-BROOMFIELD,1524,1002854866-1X4-4 APP GRD PINE AG RED PT,356.0,1154.7900000000004
769444,1002854865,"1501-AURORA, CO",1501,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,133.0,767.7799999999999
769444,1002854865,1529-LOVELAND,1529,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,283.0,1563.7100000000007
769444,1005894240,6537-MESQUITE,6537,1005894240-2X4-2FT PREM SYP GC PT WSHLD,-1.0,-2.7700000000000005
769444,1002854863,"1501-AURORA, CO",1501,1002854863-2X4-4 PREM SYP GC RED PT WSHLD,339.0,1491.5800000000004
769444,1002854865,1538-NE COLORADO SPRINGS,1538,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,438.0,2437.190000000001
769444,1002854867,6001-CASPER,6001,1002854867-5/4X6-4 PREM SYP AG RED PT WSHLD,190.0,1029.03
769444,1005880697,0589-LEMMON AVE,0589,1005880697-2X8-4FT PRE-CUT LUMBER,30.0,161.69
769444,1005880745,6840-DENTON,6840,1005880745-2X12-4FT PRE-CUT LUMBER,35.0,382.65000000000003
769444,1005880697,"8413-JASPER, GA",8413,1005880697-2X8-4FT PRE-CUT LUMBER,23.0,144.48999999999998
769444,1005880745,0554-N ARLINGTON,0554,1005880745-2X12-4FT PRE-CUT LUMBER,13.0,110.53999999999999
769444,1002854865,3102-MISSOULA,3102,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,233.0,1550.7099999999998
769444,1002854863,1507-DENVER SW,1507,1002854863-2X4-4 PREM SYP GC RED PT WSHLD,590.0,2514.599999999998
769444,1002854863,1504-COLORADO SPRINGS,1504,1002854863-2X4-4 PREM SYP GC RED PT WSHLD,219.0,917.4800000000001
769444,1002854863,1524-BROOMFIELD,1524,1002854863-2X4-4 PREM SYP GC RED PT WSHLD,155.0,622.6800000000001
769444,1002854866,1521-LONGMONT,1521,1002854866-1X4-4 APP GRD PINE AG RED PT,388.0,1271.9399999999996
769444,1002854867,1522-GOLDEN,1522,1002854867-5/4X6-4 PREM SYP AG RED PT WSHLD,267.0,1432.3600000000004
769444,1005880726,6980-DAHLONEGA,6980,1005880726-2X10-4FT PRE-CUT LUMBER,9.0,60.18000000000001
769444,1005894240,0528-MCKINNEY,0528,1005894240-2X4-2FT PREM SYP GC PT WSHLD,130.0,325.03
769444,1002854865,1541-MONUMENT,1541,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,146.0,859.4299999999997
769444,1002854867,"1547-BRIGHTON,CO",1547,1002854867-5/4X6-4 PREM SYP AG RED PT WSHLD,463.0,2326.52
769444,1002854863,"3503-SANTA FE, NM",3503,1002854863-2X4-4 PREM SYP GC RED PT WSHLD,202.0,941.4900000000004
769444,1002854867,1504-COLORADO SPRINGS,1504,1002854867-5/4X6-4 PREM SYP AG RED PT WSHLD,235.0,1333.7900000000002
81537,1003620724,8622-ST CROIX,8622,1003620724-2X4-4 PREM SYP AG PT WSHLD,311.0,1755.1499999999999
769444,1005880745,6833-CENTRAL PLANO,6833,1005880745-2X12-4FT PRE-CUT LUMBER,33.0,381.22999999999996
769444,1002854865,1534-DURANGO,1534,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,366.0,2353.2300000000005
769444,1002854866,3511-LOS LUNAS,3511,1002854866-1X4-4 APP GRD PINE AG RED PT,231.0,762.8300000000002
769444,1002854867,3507-SW ALBUQUERQUE,3507,1002854867-5/4X6-4 PREM SYP AG RED PT WSHLD,70.0,398.6
769444,1002854865,1549-JEFFERSON COUNTY,1549,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,318.0,1912.1700000000014
769444,1005880726,0541-ARLINGTON,0541,1005880726-2X10-4FT PRE-CUT LUMBER,50.0,368.02000000000004
769444,1005880697,6504-COIT RD,6504,1005880697-2X8-4FT PRE-CUT LUMBER,42.0,259.19
769444,1002854865,1524-BROOMFIELD,1524,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,216.0,1189.8999999999996
769444,1002854863,6005-GILLETTE,6005,1002854863-2X4-4 PREM SYP GC RED PT WSHLD,278.0,1214.3700000000001
769444,1005880745,6513-N FRISCO,6513,1005880745-2X12-4FT PRE-CUT LUMBER,21.0,209.41
769444,1002854863,1528-SADDLEROCK,1528,1002854863-2X4-4 PREM SYP GC RED PT WSHLD,285.0,1201.8799999999999
769444,1005880697,0143-DOUGLASVILLE,0143,1005880697-2X8-4FT PRE-CUT LUMBER,16.0,85.72
769444,1002854867,3511-LOS LUNAS,3511,1002854867-5/4X6-4 PREM SYP AG RED PT WSHLD,60.0,319.86000000000007
769444,1002854867,1516-PARKER,1516,1002854867-5/4X6-4 PREM SYP AG RED PT WSHLD,172.0,1000.8299999999997
81537,1003620742,6412-HATILLO,6412,1003620742-2X6-4 PREM SYP AG PT WSHLD,199.0,1499.4800000000005
769444,1002854867,1550-LAKEWOOD-NORTH,1550,1002854867-5/4X6-4 PREM SYP AG RED PT WSHLD,253.0,1303.4
769444,1005894240,0540-N RICHLAND,0540,1005894240-2X4-2FT PREM SYP GC PT WSHLD,125.0,329.2000000000001
769444,1005880726,0528-MCKINNEY,0528,1005880726-2X10-4FT PRE-CUT LUMBER,24.0,167.72
769444,1002854867,1502-ARVADA,1502,1002854867-5/4X6-4 PREM SYP AG RED PT WSHLD,144.0,699.26
769444,1002854863,1545-STERLING,1545,1002854863-2X4-4 PREM SYP GC RED PT WSHLD,54.0,211.92
769444,1002854865,3105-KALISPELL,3105,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,158.0,1000.7799999999999
769444,1002854866,6004-SHERIDAN,6004,1002854866-1X4-4 APP GRD PINE AG RED PT,447.0,1439.3300000000002
769444,1005894240,0524-LEWISVILLE,0524,1005894240-2X4-2FT PREM SYP GC PT WSHLD,121.0,317.88
769444,1002854863,3507-SW ALBUQUERQUE,3507,1002854863-2X4-4 PREM SYP GC RED PT WSHLD,172.0,754.4300000000002
769444,1005894240,8517-GRAND PRAIRIE SOUTH,8517,1005894240-2X4-2FT PREM SYP GC PT WSHLD,-2.0,-5.54
769444,1002854867,1520-BEAR VALLEY,1520,1002854867-5/4X6-4 PREM SYP AG RED PT WSHLD,165.0,846.0299999999997
769444,1002854866,1519-LITTLETON,1519,1002854866-1X4-4 APP GRD PINE AG RED PT,285.0,936.0400000000002
769444,1002854867,3514-GALLUP,3514,1002854867-5/4X6-4 PREM SYP AG RED PT WSHLD,196.0,1074.3100000000004
81537,1003620751,8201-ST THOMAS,8201,1003620751-1X6-4 APP GRD PINE AG PRESSURE-TREAT,603.0,3508.5100000000043
769444,1002854867,1507-DENVER SW,1507,1002854867-5/4X6-4 PREM SYP AG RED PT WSHLD,356.0,1963.1299999999992
769444,1002854865,3103-GREAT FALLS,3103,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,150.0,906.3200000000003
769444,1005880745,6589-WYLIE,6589,1005880745-2X12-4FT PRE-CUT LUMBER,45.0,462.0400000000001
81537,1003620742,6403-CAGUAS,6403,1003620742-2X6-4 PREM SYP AG PT WSHLD,230.0,1633.4100000000005
769444,1002854863,3514-GALLUP,3514,1002854863-2X4-4 PREM SYP GC RED PT WSHLD,279.0,1215.9600000000003
769444,1002854865,3210-SCOTTSBLUFF,3210,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,174.0,997.3700000000001
769444,1002854866,1541-MONUMENT,1541,1002854866-1X4-4 APP GRD PINE AG RED PT,251.0,813.5999999999999
769444,1005880697,0527-N PLANO,0527,1005880697-2X8-4FT PRE-CUT LUMBER,64.0,388.28999999999985
769444,1002854865,3508-FARMINGTON,3508,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,265.0,1514.1999999999998
769444,1002854867,"1517-WESTMINSTER, CO",1517,1002854867-5/4X6-4 PREM SYP AG RED PT WSHLD,218.0,1232.32
769444,1002854865,1521-LONGMONT,1521,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,162.0,981.0199999999995
769444,1005880726,6502-ALLEN,6502,1005880726-2X10-4FT PRE-CUT LUMBER,46.0,315.84000000000003
769444,1005880745,6941-LITHIA SPGS-THORNTON RD,6941,1005880745-2X12-4FT PRE-CUT LUMBER,22.0,186.68
81537,1003620724,6412-HATILLO,6412,1003620724-2X4-4 PREM SYP AG PT WSHLD,183.0,1028.4700000000005
769444,1005880697,6942-CEDARTOWN,6942,1005880697-2X8-4FT PRE-CUT LUMBER,20.0,132.29999999999998
769444,1005894240,0139-ROME,0139,1005894240-2X4-2FT PREM SYP GC PT WSHLD,45.0,116.85999999999999
769444,1002854866,1504-COLORADO SPRINGS,1504,1002854866-1X4-4 APP GRD PINE AG RED PT,373.0,1231.129999999999
769444,1002854863,1552-FIRESTONE,1552,1002854863-2X4-4 PREM SYP GC RED PT WSHLD,161.0,647.5199999999998
769444,1002854865,1532-STAPLETON,1532,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,523.0,2888.1600000000003
769444,1002854865,1523-PIONEER HILLS,1523,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,384.0,2133.7200000000007
769444,1002854866,1528-SADDLEROCK,1528,1002854866-1X4-4 APP GRD PINE AG RED PT,818.0,2635.0599999999954
769444,1002854863,1505-SANTA FE,1505,1002854863-2X4-4 PREM SYP GC RED PT WSHLD,203.0,840.9099999999999
769444,1002854865,"3503-SANTA FE, NM",3503,1002854865-2X6-4 PREM SYP GC RED PT WSHLD,179.0,1003.4499999999999
81537,1003620724,8201-ST THOMAS,8201,1003620724-2X4-4 PREM SYP AG PT WSHLD,362.0,2044.3000000000006
