Class,Manuf_Part_Number_Plus,SKU_Nbr,Short_Week,SKU,Sales_Units,Sales_Dollars
021-007-LANDSCAPE,163602,1000012648,FW 201918,1000012648-BLACK RAIL BRACKET (4-PACK),5726,77227.410000000382
021-007-LANDSCAPE,163602,1000012648,FW 201946,1000012648-BLACK RAIL BRACKET (4-PACK),363,6407.0199999999932
021-007-LANDSCAPE,163602,1000012648,FW 202051,1000012648-BLACK RAIL BRACKET (4-PACK),1525,21003.609999999819
021-007-LANDSCAPE,163602,1000012648,FW 201937,1000012648-BLACK RAIL BRACKET (4-PACK),3184,42923.280000000304
021-007-LANDSCAPE,163602,1000012648,FW 202030,1000012648-BLACK RAIL BRACKET (4-PACK),4967,68271.089999999836
021-007-LANDSCAPE,163602,1000012648,FW 201829,1000012648-BLACK RAIL BRACKET (4-PACK),3950,51684.410000000091
021-007-LANDSCAPE,163602,1000012648,FW 201947,1000012648-BLACK RAIL BRACKET (4-PACK),1116,15481.969999999958
021-007-LANDSCAPE,163602,1000012648,FW 202050,1000012648-BLACK RAIL BRACKET (4-PACK),1561,21574.979999999839
021-007-LANDSCAPE,163602,1000012648,FW 201823,1000012648-BLACK RAIL BRACKET (4-PACK),6626,86458.800000000279
021-007-LANDSCAPE,163602,1000012648,FW 202036,1000012648-BLACK RAIL BRACKET (4-PACK),4213,57961.77999999965
021-007-LANDSCAPE,163602,1000012648,FW 201942,1000012648-BLACK RAIL BRACKET (4-PACK),2586,33977.749999999825
021-007-LANDSCAPE,163602,1000012648,FW 201813,1000012648-BLACK RAIL BRACKET (4-PACK),4078,53094.149999999936
021-007-LANDSCAPE,163602,1000012648,FW 201928,1000012648-BLACK RAIL BRACKET (4-PACK),4472,60474.270000000237
021-007-LANDSCAPE,163602,1000012648,FW 201907,1000012648-BLACK RAIL BRACKET (4-PACK),2243,29851.540000000045
021-007-LANDSCAPE,163602,1000012648,FW 202047,1000012648-BLACK RAIL BRACKET (4-PACK),1107,15231.239999999983
021-007-LANDSCAPE,163602,1000012648,FW 201750,1000012648-BLACK RAIL BRACKET (4-PACK),610,7794.5499999999993
021-007-LANDSCAPE,163602,1000012648,FW 201824,1000012648-BLACK RAIL BRACKET (4-PACK),5860,76969.520000000251
021-007-LANDSCAPE,163602,1000012648,FW 202039,1000012648-BLACK RAIL BRACKET (4-PACK),2764,38226.809999999765
021-007-LANDSCAPE,163602,1000012648,FW 202010,1000012648-BLACK RAIL BRACKET (4-PACK),4735,65244.439999999689
021-007-LANDSCAPE,163602,1000012648,FW 201902,1000012648-BLACK RAIL BRACKET (4-PACK),1011,13309.859999999995
021-007-LANDSCAPE,163602,1000012648,FW 202007,1000012648-BLACK RAIL BRACKET (4-PACK),2944,40549.309999999772
021-007-LANDSCAPE,163602,1000012648,FW 202035,1000012648-BLACK RAIL BRACKET (4-PACK),3655,50386.179999999549
021-007-LANDSCAPE,163602,1000012648,FW 202102,1000012648-BLACK RAIL BRACKET (4-PACK),176,2431.2600000000011
021-007-LANDSCAPE,163602,1000012648,FW 201803,1000012648-BLACK RAIL BRACKET (4-PACK),948,12406.209999999985
021-007-LANDSCAPE,163602,1000012648,FW 202011,1000012648-BLACK RAIL BRACKET (4-PACK),5881,81169.589999999735
021-007-LANDSCAPE,163602,1000012648,FW 202043,1000012648-BLACK RAIL BRACKET (4-PACK),2008,27530.31999999992
021-007-LANDSCAPE,163602,1000012648,FW 202003,1000012648-BLACK RAIL BRACKET (4-PACK),1469,20109.679999999964
021-007-LANDSCAPE,163602,1000012648,FW 201921,1000012648-BLACK RAIL BRACKET (4-PACK),6506,87923.880000000281
021-007-LANDSCAPE,163602,1000012648,FW 201844,1000012648-BLACK RAIL BRACKET (4-PACK),1412,18424.139999999978
021-007-LANDSCAPE,163602,1000012648,FW 201850,1000012648-BLACK RAIL BRACKET (4-PACK),1029,13495.949999999986
021-007-LANDSCAPE,163602,1000012648,FW 202027,1000012648-BLACK RAIL BRACKET (4-PACK),6236,85871.47000000038
021-007-LANDSCAPE,163602,1000012648,FW 201826,1000012648-BLACK RAIL BRACKET (4-PACK),4671,60875.490000000136
021-007-LANDSCAPE,163602,1000012648,FW 201920,1000012648-BLACK RAIL BRACKET (4-PACK),6119,82896.640000000421
021-007-LANDSCAPE,163602,1000012648,FW 202001,1000012648-BLACK RAIL BRACKET (4-PACK),1022,14112.809999999996
021-007-LANDSCAPE,163602,1000012648,FW 201837,1000012648-BLACK RAIL BRACKET (4-PACK),2729,35863.160000000033
021-007-LANDSCAPE,163602,1000012648,FW 201831,1000012648-BLACK RAIL BRACKET (4-PACK),4222,55415.62
021-007-LANDSCAPE,163602,1000012648,FW 202019,1000012648-BLACK RAIL BRACKET (4-PACK),10312,142057.22000000149
021-007-LANDSCAPE,163602,1000012648,FW 202013,1000012648-BLACK RAIL BRACKET (4-PACK),8636,118998.32000000111
021-007-LANDSCAPE,163602,1000012648,FW 201804,1000012648-BLACK RAIL BRACKET (4-PACK),1130,14526.819999999971
021-007-LANDSCAPE,163602,1000012648,FW 201915,1000012648-BLACK RAIL BRACKET (4-PACK),5464,73572.700000000361
021-007-LANDSCAPE,163602,1000012648,FW 201801,1000012648-BLACK RAIL BRACKET (4-PACK),666,8618.2999999999938
021-007-LANDSCAPE,163602,1000012648,FW 201847,1000012648-BLACK RAIL BRACKET (4-PACK),1001,13247.089999999986
021-007-LANDSCAPE,163602,1000012648,FW 202017,1000012648-BLACK RAIL BRACKET (4-PACK),9366,128849.1300000006
021-007-LANDSCAPE,163602,1000012648,FW 201842,1000012648-BLACK RAIL BRACKET (4-PACK),1630,21336.429999999953
021-007-LANDSCAPE,163602,1000012648,FW 201951,1000012648-BLACK RAIL BRACKET (4-PACK),1031,14236.289999999983
021-007-LANDSCAPE,163602,1000012648,FW 202026,1000012648-BLACK RAIL BRACKET (4-PACK),6223,85861.130000000136
021-007-LANDSCAPE,163602,1000012648,FW 202009,1000012648-BLACK RAIL BRACKET (4-PACK),3834,52846.089999999611
021-007-LANDSCAPE,163602,1000012648,FW 201901,1000012648-BLACK RAIL BRACKET (4-PACK),949,12738.049999999988
021-007-LANDSCAPE,163602,1000012648,FW 202101,1000012648-BLACK RAIL BRACKET (4-PACK),1141,15787.029999999897
021-007-LANDSCAPE,163602,1000012648,FW 202040,1000012648-BLACK RAIL BRACKET (4-PACK),3682,50702.439999999595
021-007-LANDSCAPE,163602,1000012648,FW 201938,1000012648-BLACK RAIL BRACKET (4-PACK),2852,38541.340000000229
021-007-LANDSCAPE,163602,1000012648,FW 201927,1000012648-BLACK RAIL BRACKET (4-PACK),4687,63504.980000000272
021-007-LANDSCAPE,163602,1000012648,FW 201845,1000012648-BLACK RAIL BRACKET (4-PACK),1363,17510.589999999975
021-007-LANDSCAPE,163602,1000012648,FW 202025,1000012648-BLACK RAIL BRACKET (4-PACK),6754,93578.410000000455
021-007-LANDSCAPE,163602,1000012648,FW 201931,1000012648-BLACK RAIL BRACKET (4-PACK),4163,56392.510000000271
021-007-LANDSCAPE,163602,1000012648,FW 202048,1000012648-BLACK RAIL BRACKET (4-PACK),1341,18419.28999999983
021-007-LANDSCAPE,163602,1000012648,FW 202022,1000012648-BLACK RAIL BRACKET (4-PACK),6968,96162.430000000459
021-007-LANDSCAPE,163602,1000012648,FW 201952,1000012648-BLACK RAIL BRACKET (4-PACK),1364,18423.779999999966
021-007-LANDSCAPE,163602,1000012648,FW 201832,1000012648-BLACK RAIL BRACKET (4-PACK),3633,47384.93000000008
021-007-LANDSCAPE,163602,1000012648,FW 201825,1000012648-BLACK RAIL BRACKET (4-PACK),5011,65564.570000000182
021-007-LANDSCAPE,163602,1000012648,FW 202015,1000012648-BLACK RAIL BRACKET (4-PACK),10190,140543.57000000071
021-007-LANDSCAPE,163602,1000012648,FW 202045,1000012648-BLACK RAIL BRACKET (4-PACK),2015,27667.309999999903
021-007-LANDSCAPE,163602,1000012648,FW 201926,1000012648-BLACK RAIL BRACKET (4-PACK),4982,67375.370000000315
021-007-LANDSCAPE,163602,1000012648,FW 201911,1000012648-BLACK RAIL BRACKET (4-PACK),3817,51331.470000000394
021-007-LANDSCAPE,163602,1000012648,FW 202033,1000012648-BLACK RAIL BRACKET (4-PACK),4459,61187.969999999768
021-007-LANDSCAPE,163602,1000012648,FW 202028,1000012648-BLACK RAIL BRACKET (4-PACK),5210,71889.599999999729
021-007-LANDSCAPE,163602,1000012648,FW 201910,1000012648-BLACK RAIL BRACKET (4-PACK),4140,54900.920000000304
021-007-LANDSCAPE,163602,1000012648,FW 202018,1000012648-BLACK RAIL BRACKET (4-PACK),8762,120977.26000000053
021-007-LANDSCAPE,163602,1000012648,FW 202042,1000012648-BLACK RAIL BRACKET (4-PACK),2621,36222.679999999818
021-007-LANDSCAPE,163602,1000012648,FW 202005,1000012648-BLACK RAIL BRACKET (4-PACK),2202,30191.109999999862
021-007-LANDSCAPE,163602,1000012648,FW 201821,1000012648-BLACK RAIL BRACKET (4-PACK),5729,74788.880000000208
021-007-LANDSCAPE,163602,1000012648,FW 202002,1000012648-BLACK RAIL BRACKET (4-PACK),1107,15140.109999999973
021-007-LANDSCAPE,163602,1000012648,FW 201812,1000012648-BLACK RAIL BRACKET (4-PACK),3090,40310.409999999996
021-007-LANDSCAPE,163602,1000012648,FW 201922,1000012648-BLACK RAIL BRACKET (4-PACK),5880,79946.7900000003
021-007-LANDSCAPE,163602,1000012648,FW 202023,1000012648-BLACK RAIL BRACKET (4-PACK),6843,94447.700000000885
021-007-LANDSCAPE,163602,1000012648,FW 201905,1000012648-BLACK RAIL BRACKET (4-PACK),1227,16355.989999999998
021-007-LANDSCAPE,163602,1000012648,FW 201925,1000012648-BLACK RAIL BRACKET (4-PACK),5203,70661.790000000328
021-007-LANDSCAPE,163602,1000012648,FW 201944,1000012648-BLACK RAIL BRACKET (4-PACK),1301,17968.389999999974
021-007-LANDSCAPE,163602,1000012648,FW 201749,1000012648-BLACK RAIL BRACKET (4-PACK),498,6233.5299999999988
021-007-LANDSCAPE,163602,1000012648,FW 201950,1000012648-BLACK RAIL BRACKET (4-PACK),950,13110.929999999993
021-007-LANDSCAPE,163602,1000012648,FW 201822,1000012648-BLACK RAIL BRACKET (4-PACK),6359,82831.060000000085
021-007-LANDSCAPE,163602,1000012648,FW 201820,1000012648-BLACK RAIL BRACKET (4-PACK),5953,77586.690000000148
021-007-LANDSCAPE,163602,1000012648,FW 201923,1000012648-BLACK RAIL BRACKET (4-PACK),5917,80099.610000000233
021-007-LANDSCAPE,163602,1000012648,FW 201904,1000012648-BLACK RAIL BRACKET (4-PACK),1088,14355.139999999992
021-007-LANDSCAPE,163602,1000012648,FW 201838,1000012648-BLACK RAIL BRACKET (4-PACK),2688,35179.039999999994
021-007-LANDSCAPE,163602,1000012648,FW 202004,1000012648-BLACK RAIL BRACKET (4-PACK),1532,20910.049999999952
021-007-LANDSCAPE,163602,1000012648,FW 201852,1000012648-BLACK RAIL BRACKET (4-PACK),871,11467.409999999993
021-007-LANDSCAPE,163602,1000012648,FW 201809,1000012648-BLACK RAIL BRACKET (4-PACK),2068,26948.360000000026
021-007-LANDSCAPE,163602,1000012648,FW 201941,1000012648-BLACK RAIL BRACKET (4-PACK),2012,27697.74999999992
021-007-LANDSCAPE,163602,1000012648,FW 201914,1000012648-BLACK RAIL BRACKET (4-PACK),4568,61509.250000000349
021-007-LANDSCAPE,163602,1000012648,FW 201819,1000012648-BLACK RAIL BRACKET (4-PACK),6514,85153.239999999874
021-007-LANDSCAPE,163602,1000012648,FW 201940,1000012648-BLACK RAIL BRACKET (4-PACK),2473,33920.039999999914
021-007-LANDSCAPE,163602,1000012648,FW 202041,1000012648-BLACK RAIL BRACKET (4-PACK),2431,33570.369999999806
021-007-LANDSCAPE,163602,1000012648,FW 202037,1000012648-BLACK RAIL BRACKET (4-PACK),3372,46569.959999999606
021-007-LANDSCAPE,163602,1000012648,FW 202024,1000012648-BLACK RAIL BRACKET (4-PACK),6912,95509.700000000623
021-007-LANDSCAPE,163602,1000012648,FW 201949,1000012648-BLACK RAIL BRACKET (4-PACK),1053,14481.829999999994
021-007-LANDSCAPE,163602,1000012648,FW 201932,1000012648-BLACK RAIL BRACKET (4-PACK),3958,53863.100000000391
021-007-LANDSCAPE,163602,1000012648,FW 201945,1000012648-BLACK RAIL BRACKET (4-PACK),1096,15187.779999999988
021-007-LANDSCAPE,163602,1000012648,FW 202038,1000012648-BLACK RAIL BRACKET (4-PACK),3203,44122.049999999756
021-007-LANDSCAPE,163602,1000012648,FW 201851,1000012648-BLACK RAIL BRACKET (4-PACK),764,10195.729999999998
021-007-LANDSCAPE,163602,1000012648,FW 201805,1000012648-BLACK RAIL BRACKET (4-PACK),1271,16370.519999999975
021-007-LANDSCAPE,163602,1000012648,FW 201806,1000012648-BLACK RAIL BRACKET (4-PACK),1300,16879.09999999998
021-007-LANDSCAPE,163602,1000012648,FW 201818,1000012648-BLACK RAIL BRACKET (4-PACK),6152,80249.419999999955
021-007-LANDSCAPE,163602,1000012648,FW 201843,1000012648-BLACK RAIL BRACKET (4-PACK),1345,17534.679999999964
021-007-LANDSCAPE,163602,1000012648,FW 201948,1000012648-BLACK RAIL BRACKET (4-PACK),1155,15885.969999999974
021-007-LANDSCAPE,163602,1000012648,FW 201849,1000012648-BLACK RAIL BRACKET (4-PACK),1049,13709.779999999972
021-007-LANDSCAPE,163602,1000012648,FW 201909,1000012648-BLACK RAIL BRACKET (4-PACK),3413,44943.74000000018
021-007-LANDSCAPE,163602,1000012648,FW 201810,1000012648-BLACK RAIL BRACKET (4-PACK),2244,29102.950000000004
021-008-FENCING,240149,1001631933,FW 201940,1001631933-6'X6' OVERLAND KITTED PANEL,2,187.48
021-008-FENCING,240149,1001631933,FW 201852,1001631933-6'X6' OVERLAND KITTED PANEL,30,1725.3000000000002
021-008-FENCING,240149,1001631933,FW 201828,1001631933-6'X6' OVERLAND KITTED PANEL,118,7569.4999999999982
021-008-FENCING,240149,1001631933,FW 202015,1001631933-6'X6' OVERLAND KITTED PANEL,-9,-562.40999999999985
021-008-FENCING,240149,1001631933,FW 201908,1001631933-6'X6' OVERLAND KITTED PANEL,628,10063.68
021-008-FENCING,240149,1001631933,FW 201834,1001631933-6'X6' OVERLAND KITTED PANEL,121,7452.67
021-008-FENCING,240149,1001631933,FW 201805,1001631933-6'X6' OVERLAND KITTED PANEL,17,888.4699999999998
021-008-FENCING,240149,1001631933,FW 201804,1001631933-6'X6' OVERLAND KITTED PANEL,22,1172.76
021-008-FENCING,240149,1001631933,FW 201843,1001631933-6'X6' OVERLAND KITTED PANEL,-36,-1471.7500000000002
021-008-FENCING,240149,1001631933,FW 201853,1001631933-6'X6' OVERLAND KITTED PANEL,16,872.97
021-008-FENCING,240149,1001631933,FW 201818,1001631933-6'X6' OVERLAND KITTED PANEL,235,11778.15
021-008-FENCING,240149,1001631933,FW 201807,1001631933-6'X6' OVERLAND KITTED PANEL,105,4943.0599999999995
021-008-FENCING,240149,1001631933,FW 201939,1001631933-6'X6' OVERLAND KITTED PANEL,-4,-374.96
021-008-FENCING,240149,1001631933,FW 201934,1001631933-6'X6' OVERLAND KITTED PANEL,-2,-53.06
021-008-FENCING,240149,1001631933,FW 201810,1001631933-6'X6' OVERLAND KITTED PANEL,122,6115.44
021-008-FENCING,240149,1001631933,FW 202048,1001631933-6'X6' OVERLAND KITTED PANEL,1,93.74
021-008-FENCING,240149,1001631933,FW 201936,1001631933-6'X6' OVERLAND KITTED PANEL,1,93.74
021-008-FENCING,240149,1001631933,FW 201839,1001631933-6'X6' OVERLAND KITTED PANEL,128,7452.4400000000005
021-008-FENCING,240149,1001631933,FW 202016,1001631933-6'X6' OVERLAND KITTED PANEL,-2,-187.48
021-008-FENCING,240149,1001631933,FW 201925,1001631933-6'X6' OVERLAND KITTED PANEL,4,374.96000000000004
021-008-FENCING,240149,1001631933,FW 201904,1001631933-6'X6' OVERLAND KITTED PANEL,34,1586.85
021-008-FENCING,240149,1001631933,FW 201842,1001631933-6'X6' OVERLAND KITTED PANEL,16,1059.73
021-008-FENCING,240149,1001631933,FW 202017,1001631933-6'X6' OVERLAND KITTED PANEL,3,281.22
021-008-FENCING,240149,1001631933,FW 201903,1001631933-6'X6' OVERLAND KITTED PANEL,110,5816.15
021-008-FENCING,240149,1001631933,FW 202050,1001631933-6'X6' OVERLAND KITTED PANEL,12,1124.88
021-008-FENCING,240149,1001631933,FW 201813,1001631933-6'X6' OVERLAND KITTED PANEL,281,13791.750000000002
021-008-FENCING,240149,1001631933,FW 202010,1001631933-6'X6' OVERLAND KITTED PANEL,8,749.92
021-008-FENCING,240149,1001631933,FW 202033,1001631933-6'X6' OVERLAND KITTED PANEL,-2,-173.42
021-008-FENCING,240149,1001631933,FW 202014,1001631933-6'X6' OVERLAND KITTED PANEL,9,674.91
021-008-FENCING,240149,1001631933,FW 201802,1001631933-6'X6' OVERLAND KITTED PANEL,43,2234.84
021-008-FENCING,240149,1001631933,FW 202042,1001631933-6'X6' OVERLAND KITTED PANEL,-2,-149.98000000000002
021-008-FENCING,240149,1001631933,FW 201814,1001631933-6'X6' OVERLAND KITTED PANEL,248,11378.379999999997
021-008-FENCING,240149,1001631933,FW 201806,1001631933-6'X6' OVERLAND KITTED PANEL,129,6190.93
021-008-FENCING,240149,1001631933,FW 201923,1001631933-6'X6' OVERLAND KITTED PANEL,-7,-404.79000000000008
021-008-FENCING,240149,1001631933,FW 202008,1001631933-6'X6' OVERLAND KITTED PANEL,-11,-86.500000000000043
021-008-FENCING,240149,1001631933,FW 202035,1001631933-6'X6' OVERLAND KITTED PANEL,9,843.66000000000008
021-008-FENCING,240149,1001631933,FW 202045,1001631933-6'X6' OVERLAND KITTED PANEL,-28,-1948.72
021-008-FENCING,240149,1001631933,FW 201927,1001631933-6'X6' OVERLAND KITTED PANEL,-5,-90.1
021-008-FENCING,240149,1001631933,FW 201949,1001631933-6'X6' OVERLAND KITTED PANEL,2,131.23999999999998
021-008-FENCING,240149,1001631933,FW 201929,1001631933-6'X6' OVERLAND KITTED PANEL,3,281.22
021-008-FENCING,240149,1001631933,FW 201801,1001631933-6'X6' OVERLAND KITTED PANEL,13,646.24999999999989
021-008-FENCING,240149,1001631933,FW 201845,1001631933-6'X6' OVERLAND KITTED PANEL,13,804.16
021-008-FENCING,240149,1001631933,FW 201749,1001631933-6'X6' OVERLAND KITTED PANEL,27,1260.58
021-008-FENCING,240149,1001631933,FW 201819,1001631933-6'X6' OVERLAND KITTED PANEL,204,10016.67
021-008-FENCING,240149,1001631933,FW 202030,1001631933-6'X6' OVERLAND KITTED PANEL,28,2206.04
021-008-FENCING,240149,1001631933,FW 201840,1001631933-6'X6' OVERLAND KITTED PANEL,61,3476.8
021-008-FENCING,240149,1001631933,FW 202027,1001631933-6'X6' OVERLAND KITTED PANEL,-10,-796.8
021-008-FENCING,240149,1001631933,FW 202041,1001631933-6'X6' OVERLAND KITTED PANEL,-25,-2024.8300000000002
021-008-FENCING,240149,1001631933,FW 202036,1001631933-6'X6' OVERLAND KITTED PANEL,31,2920
021-008-FENCING,240149,1001631933,FW 201911,1001631933-6'X6' OVERLAND KITTED PANEL,-28,-1039.98
021-008-FENCING,240149,1001631933,FW 202051,1001631933-6'X6' OVERLAND KITTED PANEL,5,468.70000000000005
021-008-FENCING,240149,1001631933,FW 202032,1001631933-6'X6' OVERLAND KITTED PANEL,110,8776.98
021-008-FENCING,240149,1001631933,FW 202049,1001631933-6'X6' OVERLAND KITTED PANEL,-1,-93.74
021-008-FENCING,240149,1001631933,FW 201851,1001631933-6'X6' OVERLAND KITTED PANEL,76,4880.6399999999994
021-008-FENCING,240149,1001631933,FW 201909,1001631933-6'X6' OVERLAND KITTED PANEL,23,271.30999999999995
021-008-FENCING,240149,1001631933,FW 202026,1001631933-6'X6' OVERLAND KITTED PANEL,33,2657.5599999999995
021-008-FENCING,240149,1001631933,FW 201838,1001631933-6'X6' OVERLAND KITTED PANEL,30,1911.41
021-008-FENCING,240149,1001631933,FW 201920,1001631933-6'X6' OVERLAND KITTED PANEL,-1,-68.97
021-008-FENCING,240149,1001631933,FW 202040,1001631933-6'X6' OVERLAND KITTED PANEL,-3,-281.22000000000014
021-008-FENCING,240149,1001631933,FW 202043,1001631933-6'X6' OVERLAND KITTED PANEL,7,524.93000000000006
021-008-FENCING,240149,1001631933,FW 201942,1001631933-6'X6' OVERLAND KITTED PANEL,3,281.22
021-008-FENCING,240149,1001631933,FW 201825,1001631933-6'X6' OVERLAND KITTED PANEL,199,12213.079999999998
021-008-FENCING,240149,1001631933,FW 201905,1001631933-6'X6' OVERLAND KITTED PANEL,171,5942.51
021-008-FENCING,240149,1001631933,FW 201824,1001631933-6'X6' OVERLAND KITTED PANEL,99,6135.79
021-008-FENCING,240149,1001631933,FW 201752,1001631933-6'X6' OVERLAND KITTED PANEL,21,1145.63
021-008-FENCING,240149,1001631933,FW 202039,1001631933-6'X6' OVERLAND KITTED PANEL,1,93.74
021-008-FENCING,240149,1001631933,FW 201916,1001631933-6'X6' OVERLAND KITTED PANEL,16,-161.93
021-008-FENCING,240149,1001631933,FW 201913,1001631933-6'X6' OVERLAND KITTED PANEL,0,-18.009999999999998
021-008-FENCING,240149,1001631933,FW 201831,1001631933-6'X6' OVERLAND KITTED PANEL,82,4424.1100000000006
021-008-FENCING,240149,1001631933,FW 201750,1001631933-6'X6' OVERLAND KITTED PANEL,40,1276.6799999999998
021-008-FENCING,240149,1001631933,FW 202044,1001631933-6'X6' OVERLAND KITTED PANEL,28,2083.97
021-008-FENCING,240149,1001631933,FW 201932,1001631933-6'X6' OVERLAND KITTED PANEL,-14,-490.56
021-008-FENCING,240149,1001631933,FW 201907,1001631933-6'X6' OVERLAND KITTED PANEL,1031,18252.9
021-008-FENCING,240149,1001631933,FW 201844,1001631933-6'X6' OVERLAND KITTED PANEL,20,1316.18
021-008-FENCING,240149,1001631933,FW 202028,1001631933-6'X6' OVERLAND KITTED PANEL,-5,-398.4
021-008-FENCING,240149,1001631933,FW 202021,1001631933-6'X6' OVERLAND KITTED PANEL,10,740.56000000000029
021-008-FENCING,240149,1001631933,FW 201933,1001631933-6'X6' OVERLAND KITTED PANEL,4,374.96000000000004
021-008-FENCING,240149,1001631933,FW 201826,1001631933-6'X6' OVERLAND KITTED PANEL,64,4218.2300000000005
021-008-FENCING,240149,1001631933,FW 201910,1001631933-6'X6' OVERLAND KITTED PANEL,-6,-154.78
021-008-FENCING,240149,1001631933,FW 201912,1001631933-6'X6' OVERLAND KITTED PANEL,42,546.32
021-008-FENCING,240149,1001631933,FW 201808,1001631933-6'X6' OVERLAND KITTED PANEL,81,4097.18
021-008-FENCING,240149,1001631933,FW 201926,1001631933-6'X6' OVERLAND KITTED PANEL,8,749.92000000000007
021-008-FENCING,240149,1001631933,FW 201833,1001631933-6'X6' OVERLAND KITTED PANEL,62,3914.2799999999997
021-008-FENCING,240149,1001631933,FW 201820,1001631933-6'X6' OVERLAND KITTED PANEL,191,9831.1099999999988
021-008-FENCING,240149,1001631933,FW 201815,1001631933-6'X6' OVERLAND KITTED PANEL,188,8579.6899999999987
021-008-FENCING,240149,1001631933,FW 202012,1001631933-6'X6' OVERLAND KITTED PANEL,4,299.96000000000004
021-008-FENCING,240149,1001631933,FW 201803,1001631933-6'X6' OVERLAND KITTED PANEL,58,2704
021-008-FENCING,240149,1001631933,FW 201841,1001631933-6'X6' OVERLAND KITTED PANEL,29,1876.31
021-008-FENCING,240149,1001631933,FW 201827,1001631933-6'X6' OVERLAND KITTED PANEL,149,8883.239999999998
021-008-FENCING,240149,1001631933,FW 201812,1001631933-6'X6' OVERLAND KITTED PANEL,215,10224.58
021-008-FENCING,240149,1001631933,FW 201931,1001631933-6'X6' OVERLAND KITTED PANEL,17,1593.58
021-008-FENCING,240149,1001631933,FW 201848,1001631933-6'X6' OVERLAND KITTED PANEL,8,468.91999999999996
021-008-FENCING,240149,1001631933,FW 201917,1001631933-6'X6' OVERLAND KITTED PANEL,-8,-461.76
021-008-FENCING,240149,1001631933,FW 201835,1001631933-6'X6' OVERLAND KITTED PANEL,171,8323.489999999998
021-008-FENCING,240149,1001631933,FW 201829,1001631933-6'X6' OVERLAND KITTED PANEL,110,6822.5599999999995
021-008-FENCING,240149,1001631933,FW 202025,1001631933-6'X6' OVERLAND KITTED PANEL,4,318.71999999999997
021-008-FENCING,240149,1001631933,FW 202029,1001631933-6'X6' OVERLAND KITTED PANEL,-1,-79.679999999999993
021-008-FENCING,240149,1001631933,FW 201937,1001631933-6'X6' OVERLAND KITTED PANEL,6,562.44
021-008-FENCING,240149,1001631933,FW 201811,1001631933-6'X6' OVERLAND KITTED PANEL,285,13387.26
021-008-FENCING,240149,1001631933,FW 201821,1001631933-6'X6' OVERLAND KITTED PANEL,210,10466.83
021-008-FENCING,240149,1001631933,FW 201823,1001631933-6'X6' OVERLAND KITTED PANEL,262,12901.81
021-008-FENCING,240149,1001631933,FW 201832,1001631933-6'X6' OVERLAND KITTED PANEL,59,3518.9300000000003
021-008-FENCING,240149,1001631933,FW 201901,1001631933-6'X6' OVERLAND KITTED PANEL,2,178.04000000000002
021-008-FENCING,240149,1001631933,FW 201809,1001631933-6'X6' OVERLAND KITTED PANEL,188,9216.95
021-008-FENCING,240149,1001631933,FW 201846,1001631933-6'X6' OVERLAND KITTED PANEL,4,263.43000000000006
021-008-FENCING,240149,1001631933,FW 201816,1001631933-6'X6' OVERLAND KITTED PANEL,410,17800.690000000002
021-008-FENCING,240149,1001631933,FW 202020,1001631933-6'X6' OVERLAND KITTED PANEL,12,1124.8799999999999
021-008-FENCING,240149,1001631933,FW 201906,1001631933-6'X6' OVERLAND KITTED PANEL,208,6930.7300000000005
021-008-FENCING,240149,1001631933,FW 202013,1001631933-6'X6' OVERLAND KITTED PANEL,75,5624.25
021-008-FENCING,240149,1001631933,FW 201902,1001631933-6'X6' OVERLAND KITTED PANEL,2,128.94
021-008-FENCING,240149,1001631933,FW 202011,1001631933-6'X6' OVERLAND KITTED PANEL,3,281.22
021-008-FENCING,240149,1001631933,FW 201751,1001631933-6'X6' OVERLAND KITTED PANEL,60,1617.6100000000001
021-008-FENCING,240149,1001631933,FW 201837,1001631933-6'X6' OVERLAND KITTED PANEL,79,4886.8899999999994
021-008-FENCING,240149,1001631933,FW 201928,1001631933-6'X6' OVERLAND KITTED PANEL,-3,-159
021-008-FENCING,240149,1001631933,FW 202001,1001631933-6'X6' OVERLAND KITTED PANEL,1,93.74
021-008-FENCING,240149,1001631933,FW 201847,1001631933-6'X6' OVERLAND KITTED PANEL,33,1956.2400000000002
021-008-FENCING,240149,1001631933,FW 201830,1001631933-6'X6' OVERLAND KITTED PANEL,61,4051.24
021-008-FENCING,240149,1001631933,FW 202031,1001631933-6'X6' OVERLAND KITTED PANEL,-1,-98.579999999999927
021-008-FENCING,240149,1001631933,FW 202037,1001631933-6'X6' OVERLAND KITTED PANEL,1,93.74
021-008-FENCING,240149,1001631933,FW 201850,1001631933-6'X6' OVERLAND KITTED PANEL,4,261.85
021-008-FENCING,240149,1001631933,FW 201822,1001631933-6'X6' OVERLAND KITTED PANEL,161,8114.1400000000021
021-008-FENCING,240149,1001631933,FW 201836,1001631933-6'X6' OVERLAND KITTED PANEL,48,3078.9499999999989
021-008-FENCING,240149,1001631933,FW 202038,1001631933-6'X6' OVERLAND KITTED PANEL,-10,-824.92
021-008-FENCING,240149,1001631933,FW 201849,1001631933-6'X6' OVERLAND KITTED PANEL,8,477.78000000000003
021-008-FENCING,240149,1001631933,FW 201817,1001631933-6'X6' OVERLAND KITTED PANEL,566,24792.170000000006
021-008-FENCING,245315,1001676868,FW 201801,"1001676868-5""X5""X9 ROUTED PRO END POST",11,331.93
